SRL_NO,AGENTBOOTH_BRANCH,REQ_LIMIT,LOAN_TENOR,INTEREST_RATE,PROPOSED_EMI,EXISTING_LOAN,OUTSTANDING_AMOUNT,EXT_LOAN_EMI,BUS_ASSETS,MONTHLY_INCOME,BUSINESS_AGE,CASH_IN_HAND,STOCK,RECEIVABLE,PAYABLE,YEARLY_SALES,NET_PROFIT_MARGIN,DEBT_BUR_RATIO,LOAN_TO_PRICE,DEBT_EQU_RATIO,OWNER_AGE,OWNER_PNW,GUARANTOR_AGE,GUARANTOR_PNW,ELIGIBILITY_PART1,ELIGIBILITY_PART2,CIB_STATUS,APPROVED
"4,263",2,0.800,24,16,0.04,0,0,0,0.307,0.137,8,0.1,1.521,0.95,0.35,16.15,10.2,28.9,37.7,31.7,30,12.515,34,11,4,14.500,1,1
"4,264",2,0.800,6,16,0.011,0,0,0,0.575,0.201,7,0.2,7.582,1.94,0.135,15.732,15.4,5.3,8.5,7.9,37,9.936,44,5,3,14.500,1,1
"4,266",2,0.800,30,16,0.033,0,0,0,0.406,0.177,12,0.1,5.34,0.65,0,14.754,14.4,18.6,13.4,12.3,56,25.2,35,4,4,14.500,1,1
"4,267",2,0.500,24,16,0.025,0,0,0,0.119,0.052,9,0.725,1.406,0.413,0.249,6.197,10.1,47.6,31.9,20.7,31,5.808,33,2,5,13.500,1,0
"4,268",2,0.800,36,16,0.028,0,0,0,1.235,0.122,12,0.22,1.675,0.875,0.345,17.05,8.6,23.3,36.3,21.9,36,18.25,38,9,4,15,1,1
"4,269",2,0.500,24,16,0.025,0,0,0,0.16,0.096,6,0.1,1.318,0.172,0.046,7.652,15.1,25.7,34.6,29.4,34,3.195,33,13,3,14.500,1,1
"4,270",1,0.300,24,16,0.015,0,0,0,0.225,0.059,11,0.053,0.68,0.045,0.015,5.243,13.5,25.2,42.3,30.4,50,4.843,27,3,4,14,1,1
"4,271",2,0.800,36,16,0.028,0,0,0,0.475,0.152,9,0.2,2.717,1.586,0.87,21.194,8.6,18.6,23.3,19.5,44,22.5,32,12,4,12.500,1,1
"4,272",1,0.800,36,16,0.028,2.5,2.497,0,0.25,0.177,10,0.16,3.303,4.32,0.45,18.32,11.6,16.1,11.2,43.5,44,16.376,46,11,3.500,15,1,1
"4,273",2,0.800,36,15,0.028,0.3,0.097,0.014,0.405,0.214,11,0.1,3.179,0.975,0.306,19.93,12.9,19.8,23.3,20.6,34,10.292,33,7,4,13,1,1
"4,274",2,0.800,36,16,0.028,0,0,0,0.185,0.056,9,0.092,1.205,0.485,0.073,7.446,9.1,50.4,49.5,42.3,36,4.497,38,3,4,15,1,1
"4,276",2,0.800,6,16,0.011,0,0,0,0.389,0.105,9,0.15,4.148,4.8,0.67,16.11,7.8,10.1,9.7,9.1,47,6.014,45,2,5,15.500,0,0
"4,277",2,0.800,24,16,0.04,0,0,0,1.1,0.085,9,0.05,2.142,2.895,0.34,26.1,5.2,35.4,17,13.7,52,10.6,38,9,4,12.500,0,0
"4,278",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4,279",1,0.700,36,15,0.025,0.3,0.158,0.019,0.603,0.052,19,0.085,1.465,0.056,0.004,7.66,8.1,47.2,46.2,31.8,56,6.352,40,2,5,13,1,1
"4,280",2,0.800,24,16,0.04,0,0,0,1.12,0.18,27,0.3,2.84,0.95,0.42,17.6,12.3,22,23.7,16.7,39,12.4,42,14,2,14.500,1,1
"4,281",2,0.600,36,15,0.021,0,0,0,0.8,0.072,6,0.12,2.594,1.27,0,9.87,8.7,29.4,15.5,12.5,30,5.967,31,8,2,14,1,1
"4,282",2,0.800,14,16,0.011,0,0,0,0.316,0.067,21,0.05,1.788,0.905,0.5,10.065,8,32.2,36.5,31.3,48,9.6,46,7,3,15,1,1
"4,283",2,0.800,36,16,0.028,0,0,0,1.45,0.095,9,0.4,4.069,0.236,0.068,7.129,16,29.9,18.9,13.1,30,10.45,29,2,4,14.500,0,0
"4,284",2,0.800,36,16,0.028,0,0,0,0.3,0.068,7,0.3,4.5,1.8,0.5,43.58,1.9,41.8,13.8,12.5,45,13.41,39,7,5,15,0,0
"4,285",2,0.800,36,16,0.028,0,0,0,0.225,0.147,6,0.3,4.277,0.532,0.093,15.838,11.1,19.4,17,15.3,30,17.1,43,7,2,12,0,0
"4,286",2,0.200,20,8.500,0.011,0,0,0,0.481,0.035,11,0.05,0.35,0.371,0.028,2.107,19.9,31,28.9,26.9,31,0.002,48,1,3,14.500,0,0
"4,287",2,0.300,6,15,0.004,0,0,0,0.195,0.064,9,0.04,1.43,0.166,0.065,5.097,15.7,5.6,19.6,17,34,1.533,33,2,0,7.500,1,1
"4,288",2,0.800,36,16,0.028,0,0,0,0.511,0.106,9,0.1,1.59,0.243,0.081,11.269,11.3,26.7,45.7,33.9,61,22.857,34,8,4,15,1,1
"4,289",2,0.800,36,15,0.028,0,0,0,0.257,0.12,14,0.36,8.72,0.778,0.616,14.458,10,23.3,9,8.4,57,30.05,38,3,5,15,1,1
"4,290",2,0.700,6,16,0.009,0.5,0.172,0.017,0.389,0.095,9,0.15,2.33,0.054,0.125,5.94,19.1,28.2,31,40.2,33,0,33,8,3,14,1,1
"4,291",1,0.300,24,15,0.015,0,0,0,0.1,0.046,9,0.066,0.743,0.089,0.042,5.25,10.4,32.3,38,31.4,32,2.851,35,1,3,13.500,1,1
"4,292",2,0.500,24,16,0.025,0,0,0,1.475,0.045,6,0.115,0.778,0.429,0.03,4.782,11.3,55,42.5,38.7,46,11.1,37,9,5,14,1,1
"4,293",1,0.500,24,15,0.025,0,0,0,0.04,0.062,11,0.021,0.7,0.34,0,6.2,12,39.5,48.1,45.4,30,4.88,40,4,3,12,1,0
"4,294",2,0.400,3,16,0.005,1.1,0.627,0.063,0.703,0.098,19,0.1,2.271,1.945,0.388,11.932,9.8,69.9,18.8,22.2,39,10.677,32,8,3,15,1,0
"4,295",1,0.500,12,15,0.046,0,0,0,0.08,0.116,15,0.125,0.943,0.165,0.15,9.85,14.1,39.5,52.2,43,48,0,45,2,5,15,1,1
"4,296",1,0.500,24,15,0.025,0,0,0,0.06,0.066,10,0.081,1.012,0.22,0.21,8.85,8.9,37.4,49,43,42,7.29,41,2,4,15,1,1
"4,297",2,0.800,36,15,0.028,0,0,0,0.311,0.093,29,0.1,1.27,0.349,0.15,8.382,13.4,22.5,40.8,31.9,28,4.9,33,12,5,14.500,0,0
"4,298",1,0.400,24,15,0.02,0,0,0,0.11,0.052,7,0.046,0.754,0,0,5.35,11.7,37.7,53,44,34,2.049,30,1,3,13.500,1,1
"4,299",2,0.800,3,16,0.011,0.8,0.737,0.028,0.496,0.125,6,0.3,1.994,0.432,0.135,13.838,10.5,31.9,67.1,49.8,38,8,45,10,0,7.500,1,0
"4,300",2,0.500,6,16,0.007,0,0,0,0.169,0.062,0,0.1,0.873,0.185,0.07,5.72,13.1,10.7,50.6,39.8,30,2.327,39,1,3,12.500,1,1
"4,301",2,0.800,36,16,0.028,0,0,0,1.8,0.192,19,0.15,3.9,0.85,0.15,27.413,8.4,14.8,17.4,12.2,61,25.7,39,11,4,15.500,1,1
"4,302",2,0.800,6,16,0.011,16.4,14.371,0.231,0.98,0.639,14,0,18.305,9.915,5.856,64.76,11.8,37.8,3.6,65,40,52.228,43,12,5,13.500,1,1
"4,303",2,0.800,24,16,0.04,0,0,0,0.31,0.166,13,0.15,2.287,0.728,0.338,19.472,10.2,23.9,29.9,25.5,29,12.452,40,13,4,14,1,1
"4,304",1,0.200,24,15,0.01,0,0,0,0.18,0.031,12,0.05,0.85,0.07,0.05,2.58,14.3,31.8,23,18.2,36,1.2,31,1,4,14,1,1
"4,305",1,0.500,24,15,0.025,0,0,0,1.25,0.085,6,0.06,1.25,0.16,0.038,11,9.2,28.9,36.4,18.6,55,11.007,34,6,0,7.500,1,1
"4,306",1,0.400,24,15,0.02,0,0,0,0.26,0.046,6,0.035,0.782,0.096,0.016,5.42,10.1,42.9,46.4,39.1,27,2.819,38,2,4,13.500,1,1
"4,307",2,0.800,36,16,0.028,0,0,0,0.32,0.078,12,0.5,0,1.11,0.15,8.494,11.1,36.3,83.3,44.9,55,17.379,45,7,4,12.500,0,0
"4,309",2,0.800,36,16,0.028,0.5,0.5,0,0.65,0.152,27,0.2,2.125,0.39,0.14,9.625,19,18.7,33.7,24.8,40,15.185,37,4,3,14.500,1,1
"4,310",2,0.800,6,16,0.011,1.1,0.962,0.069,0.53,0.323,12,0.15,6.749,1.913,0.238,15.568,19.1,27.9,0,2.8,36,9.146,33,6,2,7.500,1,1
"4,311",1,0.800,36,16,0.028,0.45,0.108,0.022,0.545,0.077,14,0.35,1.753,0.421,0.278,7.341,12.6,65.8,42.2,32.5,32,4.133,30,5,3,14.500,1,1
"4,312",2,0.800,36,15,0.028,0,0,0,0.44,0.083,9,0.5,1.309,0.63,0.021,6.274,15.8,33.9,41.7,28,40,17.237,32,8,4,15,1,1
"4,313",1,0.300,24,16,0.015,0,0,0,0.105,0.055,6,0.04,0.758,0.237,0.065,3.41,19.3,27.1,32.3,27.9,33,5.06,34,3,3,12,1,1
"4,314",1,0.300,24,15,0.015,0,0,0,0.209,0.033,7,0.05,0.95,0.27,0.04,5.27,7.6,44.3,25.4,20.9,48,7.669,35,3,4,13.500,0,1
"4,315",1,0.500,24,16,0.025,0,0,0,0.143,0.058,11,0.25,1.683,0.31,0.17,5.98,11.7,42.4,27.4,22.6,47,4.145,38,5,4,15,1,1
"4,317",2,0.800,36,16,0.028,0,0,0,0,0,5,0.2,0.2,0,0,0,0,0,400,200,28,0,38,10,2,3.500,0,0
"4,318",1,0.800,36,16,0.028,0.8,0.686,0.04,1.743,0.124,7,0.15,1.989,1.37,0.096,15.58,9.6,55.1,24.5,27.9,34,12.583,31,1,4,15.500,1,1
"4,319",2,0.800,36,16,0.028,1.3,1.3,0,0.17,0.208,11,0.05,8.746,0.349,0.104,18.256,13.7,13.7,8.9,22.8,57,19.17,37,4,4,15,0,0
"4,320",2,0.500,24,16,0.025,0,0,0,0.05,0.089,8,0.05,0.895,0.045,0.015,8.306,12.9,27.7,54.1,48.8,32,6.37,26,1,4,14.500,1,1
"4,321",2,0.800,36,16,0.028,0,0,0,0.216,0.15,7,0.12,1.92,0.356,0.06,13.555,13.3,0,0,0,33,4.31,20,6,2,15.500,1,1
"4,322",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4,323",2,0.300,24,16,0.015,0,0,0,0.102,0.08,15,0.075,0.755,0.123,0.012,8.02,12,18.5,34.6,28.8,37,5.093,47,7,4,15,1,1
"4,324",1,0.500,24,15,0.025,0.2,0.078,0.015,0.525,0.051,5,0.064,1.345,0.172,0.081,7.152,8.6,48,34.8,24.7,41,2.236,41,2,3,15,1,1
"4,325",2,0.500,6,16,0.007,0.8,0.78,0,0.2,0.078,4,0.17,1.42,0.29,0.115,6.54,14.3,8.6,31.4,65.1,25,1.6,30,5,3,13,1,1
"4,326",2,0.350,6,16,0.005,0.8,0.432,0.028,0.35,0.181,13,0.1,1.895,0.028,0.05,9.665,22.5,17.9,41.8,33.7,42,16.621,34,5,3,15,1,1
"4,327",1,0.300,24,15,0.015,0,0,0,0.461,0.052,7,0.85,1.05,0.15,0.13,4.55,13.7,28.3,28,12.6,31,7.63,25,8,4,14,1,0
"4,328",2,0.800,36,15,0.028,0,0,0,0.05,0.071,15,0.25,1.442,0.387,0.045,8.537,10,39.6,44.8,39.3,30,1.981,47,3,3,14.500,1,1
"4,329",1,0.500,24,15,0.025,0.2,0,0.01,0.15,0.06,14,0.15,0.65,0.485,0.091,3.72,19.4,40.8,47.9,37.2,40,4.207,26,3,3,7,1,1
"4,330",1,0.500,24,16,0.025,0,0,0,0.27,0.082,12,0.1,1.093,0.205,0.16,6.722,14.6,30.3,43.9,33.2,55,8.882,37,5,4,14.500,1,1
"4,331",2,0.650,36,15,0.023,0.3,0.074,0.019,0.502,0.067,6,0.2,0.821,0.615,0.188,7.87,10.3,62.5,52.1,37.2,28,2.863,44,6,3,14.500,1,1
"4,333",2,0.800,36,16,0.028,0.65,0.233,0.049,0.28,0.078,14,0.17,3.895,0.15,0.06,9.695,9.7,36.3,20.1,18,46,17.287,35,6,2,15,1,1
"4,334",2,0.500,3,0,0,0.4,0.218,0.02,0.25,0.071,4,0.45,3.7,0.51,0.18,8.548,9.9,27.8,17.8,15.2,24,5.235,52,4,3,12.500,1,1
"4,335",1,0.300,24,15,0.015,0,0,0,0.163,0.032,9,0.07,0.6,0.205,0.017,4.171,9.2,46.1,38.1,29.4,46,4.237,48,3,4,13.500,0,0
"4,336",1,0.200,24,15,0.01,0,0,0,0.09,0.032,6,0.05,0.35,0.06,0.03,1.89,20.2,30.8,52.6,38.5,38,2.15,52,2,4,11.500,1,0
"4,338",2,0.800,36,15,0.028,0,0,0,0.32,0.085,12,0.2,2.992,3.326,0.625,9.886,10.3,33.1,14.1,12.9,42,4.88,39,19,4,15,1,1
"4,341",2,0.600,36,16,0.021,0,0,0,0.123,0.059,7,0.1,1.043,0.134,0.024,6.235,11.4,36,52,43.6,37,5.277,41,5,3,15,1,1
"4,342",2,0.600,36,15,0.021,0,0,0,0.838,0.1,2,0.07,6.5,1.17,0.987,8.7,13.8,21.3,9,7.9,46,10.82,42,4,3,11,1,1
"4,343",2,0.400,24,15,0.02,0,0,0,0.19,0.083,7,0.24,1.044,0.141,0.111,7.083,14.1,23.5,37.3,26.6,27,3.51,52,3,4,13.500,1,1
"4,344",2,0.800,6,16,0.011,1.2,0.938,0.042,0.33,0.122,34,0.15,2.736,0.101,0.133,7.326,20,42.8,29.6,54.6,32,15.893,34,21,0,7.500,1,1
"4,345",1,0.500,24,15,0.025,0,0,0,0.22,0.072,8,0.1,0.871,0.084,0.045,7.14,12.1,34,55,40.7,38,4.83,45,4,0,7.500,1,1
"4,346",2,0.800,36,16,0.028,0,0,0,0.234,0.282,11,0.2,2.823,1.431,0.447,79.051,4.3,10.1,21,18.9,52,22.779,37,8,2,14.500,1,1
"4,347",2,0.800,36,16,0.028,0,0,0,0.239,0.126,5,0.12,1.563,0.425,0.16,18.206,8.3,22.5,43.8,36.6,24,15.67,44,14,3,13.500,1,1
"4,348",1,0.300,24,15,0.015,0,0,0,0.4,0.06,0,0.05,0.51,0.115,0.08,7.25,9.9,24.5,55.1,30.2,40,1.6,46,3,2,13,1,1
"4,349",2,0.500,14,16,0.007,0,0,0,0.385,0.055,4,0.05,1.018,1.17,0.45,8.918,7.4,25.4,28.8,23,38,4.6,33,4,2,14.500,1,1
"4,350",1,0.200,24,15,0.01,0,0,0,0.297,0.024,4,0.025,0.462,0.067,0.005,2.665,10.9,40.5,38.2,36.4,44,4.49,39,2,4,11.500,1,1
"4,351",1,0.300,24,15,0.015,0,0,0,0.092,0.047,13,0.035,0.508,0.197,0.066,7.723,7.2,31.6,46.9,39.1,45,6.026,39,3,0,6.500,1,1
"4,352",2,0.600,36,15,0.021,0,0,0,0.143,0.058,11,0.21,1.683,0.31,0.17,5.98,11.7,36,32.9,27.6,30,4.45,29,4,3,14.500,0,0
"4,353",1,0.500,24,16,0.025,0,0,0,0.17,0.116,7,0.02,2.42,0.223,0.044,8.117,17.1,21.4,19.2,17.9,30,5.92,40,2,4,14,1,1
"4,354",1,0.800,36,15,0.028,0,0,0,0.23,0.11,15,0.095,1.49,0.18,0.06,14,9.4,25.5,49.7,41.3,43,6.641,34,7,4,15.500,1,1
"4,355",1,0.700,36,14.500,0.024,0,0,0,0.35,0.076,27,0.11,1.435,0.55,0.305,9.752,9.4,32,41.7,32.7,43,5.85,35,2,4,14,1,1
"4,356",1,0.500,24,15,0.025,0,0,0,0.1,0.037,6,0.2,0.8,0.86,0.1,19.2,2.3,66.3,32.1,28.4,32,3.46,32,2,4,12,1,1
"4,357",2,0.500,24,16,0.025,0.3,0.1,0.028,0.455,0.07,5,0.1,0.704,1.241,0.142,7.035,11.9,74.9,27.7,25.5,34,4.15,40,269,2,14.500,1,1
"4,358",2,0.800,36,16,0.028,0.3,0.3,0.015,0.66,0.132,5,0.24,1.69,0.18,0.15,13.979,11.4,21.5,46.5,30.5,28,6.97,38,9,3,14,1,1
"4,359",2,0.500,24,16,0.025,0,0,0,0.426,0.058,5,0.05,0.964,0.305,0.175,7.582,9.1,43.1,45.7,31.9,26,0.011,35,7,2,15,1,1
"4,360",1,0.300,24,15,0.015,0,0,0,0.124,0.027,15,0.035,0.85,0.105,0.035,4.196,7.8,53.6,32.6,27.8,58,8.612,39,4,4,13.500,1,1
"4,361",2,0.600,6,16,0.008,2.8,2.227,0.109,3.243,0.277,9,0.25,5.5,2.55,0.75,32.75,10.2,42.3,18.2,26.2,35,16.413,31,13,2,15,0,0
"4,362",2,0.600,36,16,0.021,0.5,0.476,0.017,0.186,0.086,5,0.12,2.138,0.541,0.122,8.734,11.8,44.4,23.5,37.6,28,2.572,26,1,3,11.500,1,1
"4,363",1,0.400,24,16,0.02,0,0,0,0.04,0.051,5,0.12,1.05,0.45,0.25,6,10.1,39.1,32,28.4,32,4.403,42,5,3.500,13.500,1,1
"4,364",2,0.500,10,16,0.009,0,0,0,0.363,0.13,5,0.05,2.023,0.237,0.169,13.8,11.3,13.9,23.9,20,33,5.6,34,4,3,15,1,1
"4,365",1,0.800,36,15,0.028,0,0,0,0.6,0.064,7,0.05,1.14,0.16,0.03,10.8,7.2,43.5,63,41.7,22,31,41,34,5,11.500,1,1
"4,366",2,0.600,36,16,0.021,0,0,0,0.71,0.048,7,0.08,1.546,0.178,0.125,6.151,9.4,44.4,37.5,25.1,39,2.726,38,2,3,14,1,0
"4,367",1,0.250,24,15,0.012,0,0,0,0.055,0.042,13,0.07,0.512,0.068,0.042,4.35,11.6,29.2,46.5,37.7,55,5.095,42,1,4,13.500,0,0
"4,368",2,0.300,24,16,0.015,0,0,0,0.123,0.057,5,0.095,0.577,0.096,0.062,5.78,11.7,26.3,49.1,36.2,42,4.039,37,5,4,10,1,1
"4,369",2,0.400,4,16,0.005,0.6,0.438,0,0.34,0.057,6,0.1,1.57,0.052,0.036,5.81,11.7,9.4,52.8,41.4,39,3.973,42,4,4,13,1,1
"4,370",2,0.800,36,16,0.028,0,0,0,0.89,0.244,8,0.15,2.5,1.145,0.085,18.326,16,11.6,22.5,17.4,39,7.15,29,3,2,16,1,1
"4,371",1,0.300,24,15,0.015,0,0,0,1.115,0.044,15,0.02,0.267,0.102,0.013,3.601,14.5,33.8,84.3,20.1,38,3.224,48,1,3.500,14.500,0,0
"4,372",1,0.400,24,15,0.02,0,0,0,0.105,0.05,11,0.05,0.609,0.244,0.066,4.622,13,39.1,50.8,42.5,56,2.118,40,1,5,15,1,1
"4,373",1,0.400,24,15,0.02,0,0,0,0.615,0.038,13,0.02,0.032,0.125,0.015,1.332,34.1,51.8,281.7,51.5,43,2.416,46,1,2,12.500,1,1
"4,374",2,0.800,36,16,0.028,0,0,0,0.2,0.175,8,0.14,3.3,0.337,0.1,16.222,13,16.2,22.6,20.6,33,6.968,32,3,3,14.500,1,1
"4,375",2,0.800,36,15,0.028,0.5,0.162,0.024,0.275,0.204,17,0.15,2.774,0.554,0.33,25.551,9.6,25.6,32.1,28.1,23,6.289,38,7,4,14,1,1
"4,376",1,0.200,24,15,0.01,0,0,0,0.472,0.022,7,0.05,0.51,0.085,0.01,2.52,10.6,43.9,34.2,18.1,44,9.83,39,6,4,11,1,1
"4,377",2,0.300,24,16,0.015,0,0,0,0.13,0.045,10,0.29,0.81,0.3,0.045,3.75,14.3,33.2,28.2,20.2,25,1.47,25,4,3,11,1,1
"4,378",2,0.600,36,15,0.021,0.7,0.7,0,0.5,0.078,9,0.41,1.85,0.15,0.093,5.78,16.2,27,31.5,46.2,36,5.31,35,5,4,15.500,1,0
"4,379",1,0.800,36,14,0.028,0,0,0,0.8,0.134,9,0.17,4,0.6,0.415,10.8,14.9,20.6,19.1,15.5,35,13.47,45,12,4,16,1,1
"4,380",2,0.500,3,16,0.007,0,0,0,0.001,0.228,3,0.475,9.996,0.224,0.787,19.083,14.3,2.9,5.3,5.1,22,68,35,14,4,13,1,1
"4,381",1,0.300,24,15,0.015,0,0,0,0.12,0.056,8,0.1,0.48,0.001,0.05,5.04,13.3,26.4,69.6,46.1,47,0.851,41,2,4,14,1,1
"4,383",1,0.500,24,15,0.025,0,0,0,0.224,0.052,10,0.15,1.733,0.185,0.065,3.715,16.7,47.4,27,25,39,5.625,36,1,4,15,1,0
"4,384",2,0.400,24,15,0.02,0,0,0,0.162,0.062,6,0.22,1.481,0.21,0.133,6.203,12.1,31.4,25.7,20.6,23,2.5,42,3,5,13,1,1
"4,386",1,0.400,6,15,0.005,0,0,0,0.17,0.081,30,0.08,2,0.25,0.075,6.5,15,4.6,13.8,13,41,0,35,3,0,7.500,0,0
"4,387",1,0.700,36,15,0.025,0,0,0,0.36,0.061,10,0.08,1.367,0.245,0.083,7.525,9.7,40.5,45.8,35.6,37,2.121,41,2,3,13,1,1
"4,388",1,0.500,24,15,0.025,0,0,0,0.065,0.05,9,0.155,1.151,0.385,0.103,8.842,6.8,48.6,34.9,30.3,29,4.751,42,3,4,14,1,1
"4,389",2,0.300,24,16,0.015,0,0,0,0.143,0.087,4,0.075,1.285,0.082,0.001,9.219,11.3,17.1,22,18.9,26,74.95,43,4,3,13,1,1
"4,390",2,0.800,36,15,0.028,0,0,0,0.31,0.057,7,0.25,1.821,0.058,0.008,7.2,9.5,49.3,42.8,32.9,27,2.671,29,2,4,10.500,1,1
"4,392",2,0.600,36,16,0.021,0,0,0,0.07,0.089,6,0.02,1.469,0.143,0.015,8.306,12.9,23.9,37.6,37.1,42,12.42,33,8,3,13,1,1
"4,393",2,0.700,24,16,0.035,0,0,0,0.231,0.15,11,0.1,1.388,0.552,0.147,12.68,14.2,23.1,39,33,29,13.944,33,15,4,14.500,1,1
"4,394",2,0.500,24,16,0.025,0,0,0,0.273,0.119,7,0.1,1.179,0.106,0.082,9.041,15.8,20.7,41.6,31.7,51,8.503,34,5,3,12.500,1,1
"4,395",2,0.800,36,15,0.028,0.3,0.173,0.019,0.23,0.071,0,0.5,1.858,0.41,0.055,8.174,10.5,39.3,36.2,27.2,36,14.538,42,45,3,13,1,1
"4,396",2,0.600,36,16,0.021,0,0,0,0.35,0.075,11,0.06,1.411,0.563,0.15,13.949,6.4,28.5,32.9,26.9,36,3.414,37,2,3,13,1,1
"4,397",2,0.800,6,16,0.011,0,0,0,0.91,0.193,3,0.2,4.957,1.078,0.183,12.69,18.2,5.5,13.7,11.5,40,18.38,44,23,5,11.500,1,1
"4,398",1,0.600,24,15,0.029,0,0,0,0.25,0.065,13,0.15,1.25,0.35,0.18,3.84,20.3,45.2,42.3,33,29,3.37,39,6,3,13,1,1
"4,399",1,0.800,36,14.500,0.028,0,0,0,0.23,0.074,5,0.1,1.235,0.17,0.095,7.532,11.8,37.5,61.1,48.8,47,5.85,33,3,4,12,1,1
"4,400",2,0.350,6,15,0.004,0.8,0.571,0.028,0.536,0.127,18,0.2,2.03,0.08,0.072,7.963,19.1,25.3,45.1,33.2,41,3.379,37,5,0,7.500,1,1
"4,401",1,0.300,24,15,0.015,0,0,0,0.203,0.033,0,0.2,0.803,0.15,0.05,2.952,13.3,45,33.2,23,37,0.005,34,0,4,3.500,0,0
"4,402",1,0.300,24,15,0.015,0,0,0,0.425,0.051,7,0.07,0.69,0.155,0.024,7.65,8,29,36.5,22.8,27,5.39,47,7,3,14.500,1,1
"4,403",2,0.600,30,14,0.024,0.6,0.383,0.024,0.502,0.084,8,0.2,1.742,0.208,0.12,7.004,14.5,57,53.7,38.8,31,4.598,41,8,3.500,14.500,1,1
"4,404",1,0.200,12,16,0.018,0,0,0,0.2,0,6,0.03,0.43,0,0,2.992,13.2,55.6,46.5,30.3,38,1.06,41,6,3,13,1,1
"4,405",2,0.400,24,16,0.02,0,0,0,0.127,0.079,13,0.12,0.88,0.393,0.163,6.54,14.5,25.1,36.1,29.5,47,5.028,46,1,4,15,1,1
"4,406",2,0.800,13.500,16,0.015,0,0,0,0.406,0.251,7,0.1,0.968,3.285,0.833,19.469,15.5,12.3,23.4,20.4,28,5.7,45,11,3,14.500,1,1
"4,408",2,0.800,36,15,0.028,0,0,0,0.803,0.087,19,0.5,1.8,0.2,0.15,8.271,12.6,32.2,43.2,25.4,40,9.05,37,6,5,15,1,1
"4,409",2,0.500,3,16,0.007,1.2,1.1,0.041,0.31,0.154,37,0.35,3.218,1.47,0.563,17.012,10.8,30.9,38.8,33.4,56,11.923,39,12,4,14,1,1
"4,410",1,0.150,24,15,0.007,0.1,0,0.005,0.089,0.017,14,0.01,0.185,0.06,0,1.437,14.4,42.7,61.3,43.6,51,5.2,43,2,5,11,0,1
"4,411",2,0.800,36,16,0.028,0.8,0.036,0.028,0.35,0.057,13,0.2,1.64,0.35,0.07,9.925,6.9,50,41.7,32.4,54,12.45,43,56,4,12.500,1,1
"4,412",1,0.600,24,15,0.029,0,0,0,0.1,0.06,19,0.2,1.95,0.65,0.22,11.4,6.3,49,25.2,22.4,32,4.38,36,2,4,14.500,1,1
"4,413",1,0.300,24,16,0.015,0,0,0,0.13,0.076,20,0.1,0.75,0.518,0.01,7.2,12.6,19.6,23.9,20.2,48,4.7,33,3,4,14,0,0
"4,414",2,0.600,24,15,0.029,0,0,0,0.405,0.051,7,0.101,1.035,0.225,0.065,8.866,6.9,57.7,50.2,35.3,46,8.17,41,5,4,15,1,1
"4,415",1,0.800,36,15,0.028,0,0,0,0.214,0.115,6,0.12,3.254,1.01,0.096,24.997,5.5,24.3,19.2,17.8,30,10.126,27,4,3,14.500,1,1
"4,416",1,0.300,24,15,0.015,0,0,0,0.115,0.037,4,0.011,0.55,0.042,0,4.139,10.7,39.7,50.7,49.8,23,3.8,30,2,3,11.500,1,1
"4,417",1,0.500,24,15,0.025,0.3,0.267,0.005,0.045,0.081,10,0.025,0.9,0.6,0.22,6.5,15,30.2,39.1,37,28,6.245,47,4,4,14,1,1
"4,418",2,0.800,6,16,0.011,0.45,0.31,0.034,0.676,0.12,6,0.2,5.528,2.248,1.475,17.647,8.1,8.9,12.7,11.2,34,6.491,36,1,3,16,1,1
"4,419",2,0.500,3,16,0.007,0,0,0,0.4,0.049,4,0.078,1.08,0.095,0.07,5.32,11,13.7,45.3,31.6,36,2.311,35,10,3,13,1,1
"4,420",1,0.800,36,16,0.028,0,0,0,1.12,0.075,37,0.12,2.992,0.95,0.32,7.82,11.4,38.1,22.1,16.5,58,7.988,51,11,4,14.500,1,1
"4,421",1,0.800,36,9,0.026,0,0,0,0.06,0.092,38,0.05,1.2,0.3,0,7.675,14.4,27.9,53.3,49.7,58,6.705,45,4,0,8,1,1
"4,422",1,0.400,24,9,0.018,0,0,0,0.15,0.069,10,0.05,0.7,0.32,0,5.5,15,26.8,39.2,32.8,31,4.621,33,2,0,7.500,1,1
"4,423",1,0.600,24,13,0.029,0,0,0,0.1,0.088,6,0.1,2.65,1.54,0.42,13.56,7.8,27.4,13.3,12.6,32,4.317,41,10,4.500,14,1,1
"4,424",2,0.500,4,16,0.007,0.8,0.657,0.039,0.45,0.122,5,0.2,1.52,0.15,0.05,6.226,23.5,37.2,71.4,51,28,6.204,37,5,0,7.500,1,1
"4,425",2,0.400,24,16,0.02,0,0,0,0.194,0.093,19,0.05,0.492,0.179,0.086,5.498,20.4,21.2,68.4,48.3,34,9.454,38,10,4,14,1,1
"4,426",2,0.600,36,16,0.021,0,0,0,0.067,0.069,5,0.075,1.459,0.485,0.222,8.032,10.3,30.9,34.8,32.2,32,4.714,31,3,3,14.500,1,1
